Date,AMD_Close,MSFT_Close,NVDA_Close,^IXIC_Close,AMD_High,MSFT_High,NVDA_High,^IXIC_High,AMD_Low,MSFT_Low,NVDA_Low,^IXIC_Low,AMD_Open,MSFT_Open,NVDA_Open,^IXIC_Open,AMD_Volume,MSFT_Volume,NVDA_Volume,^IXIC_Volume,AMD_Return,AMD_LogReturn,AMD_NormClose,AMD_MA20,AMD_MA50,AMD_Volatility20,AMD_Return_Capped,AMD_Volume_Capped,MSFT_Return,MSFT_LogReturn,MSFT_NormClose,MSFT_MA20,MSFT_MA50,MSFT_Volatility20,MSFT_Return_Capped,MSFT_Volume_Capped,NVDA_Return,NVDA_LogReturn,NVDA_NormClose,NVDA_MA20,NVDA_MA50,NVDA_Volatility20,NVDA_Return_Capped,NVDA_Volume_Capped,^IXIC_Return,^IXIC_LogReturn,^IXIC_NormClose,^IXIC_MA20,^IXIC_MA50,^IXIC_Volatility20,^IXIC_Return_Capped,^IXIC_Volume_Capped
2018-01-17,12.18000030517578,82.5364761352539,5.555454730987549,7298.27978515625,12.1899995803833,82.66466624354001,5.56534315560548,7309.35986328125,11.81999969482422,81.26372649881547,5.362131337998211,7229.31982421875,11.899999618530272,81.56589189084856,5.456073493746901,7257.77001953125,39020800,25621200,538408000,2245910000,0.022670063914596694,0.02241691678177027,110.92896915271677,,,,0.022670063914596694,39020800,0.020260307243162634,0.02005779791695872,104.87493691442873,,,,0.020260307243162634,25621200,0.020944077474666756,0.020727765375582408,112.7263887330049,,,,0.020944077474666756,538408000,0.010325726097745402,0.010272779947747779,104.15847074845519,,,,0.010325726097745402,2245910000
2018-01-18,12.470000267028809,82.49984741210938,5.548534393310547,7296.0498046875,12.68000030517578,83.02176626498765,5.602921924204056,7313.89013671875,12.149999618530272,82.09696721823776,5.505024085678541,7276.10986328125,12.18000030517578,82.22515732344738,5.536173269337932,7293.64990234375,62086200,24159700,408632000,2037410000,0.023809520081029545,0.023530493768408878,113.5701346713263,,,,0.023809520081029545,62086200,-0.0004437883086322314,-0.0004438868118077366,104.82839464355756,,,,-0.0004437883086322314,24159700,-0.001245683389048513,-0.0012464598975241437,112.58596734305274,,,,-0.001245683389048513,408632000,-0.00030554877784838563,-0.0003055954673882866,104.12664525501545,,,,-0.00030554877784838563,2037410000
2018-01-19,12.59000015258789,82.40827178955078,5.6887054443359375,7336.3798828125,12.880000114440918,82.96681730165793,5.712932584000922,7336.3798828125,12.539999961853027,82.0969550048803,5.611821290895013,7297.27978515625,12.5600004196167,82.53646187568988,5.638767736018307,7312.0,46800700,36875000,609380000,2005470000,0.009623086045664753,0.00957707907038241,114.66302984948622,,,,0.009623086045664753,46800700,-0.0011100095991832815,-0.0011106261161071274,104.71203411923624,,,,-0.0011100095991832815,36875000,0.025262716438125388,0.024948888469025432,115.43019471095235,,,,0.025262716438125388,609380000,0.00552765937796762,0.005512437935738745,104.70222188215563,,,,0.00552765937796762,2005470000
2018-01-22,12.649999618530272,83.88247680664062,5.77720832824707,7408.02978515625,12.739999771118164,83.89163523863255,5.778938838020236,7408.02978515625,12.369999885559082,82.17021328766411,5.639014155824704,7332.81005859375,12.609999656677246,82.40828361859657,5.696615611786597,7338.0400390625,34758600,23601600,550944000,2118310000,0.004765644576266936,0.0047543248417944994,115.20947309578675,,,,0.004765644576266936,34758600,0.017889041780351667,0.017730915901312372,106.58523207250086,,,,0.017889041780351667,23601600,0.015557649236216387,0.015437869738868182,117.22601719153349,,,,0.015557649236216387,550944000,0.009766383896178787,0.009719001025395357,105.72478397583967,,,,0.009766383896178787,2118310000
2018-01-23,12.9399995803833,84.14801025390625,5.906255722045898,7460.2900390625,13.0,84.51427066677205,5.928999429795258,7465.39013671875,12.760000228881836,83.81837658091067,5.812066009441394,7423.18017578125,12.81999969482422,84.14801025390625,5.830606983285832,7424.9501953125,46417200,23412800,475228000,2135840000,0.022924898861516496,0.022666071627059914,117.85063861439629,,,,0.022924898861516496,46417200,0.0031655413308515623,0.0031605415534485815,106.92263202988477,,,,0.0031655413308515623,23412800,0.022337327384900352,0.022091503256080225,119.84453311556875,,,,0.022337327384900352,475228000,0.007054541547735882,0.007029774680555434,106.47062385702264,,,,0.007054541547735882,2135840000
2018-01-24,12.710000038146973,84.07476043701172,5.829372406005859,7415.06005859375,13.050000190734863,85.54895359829072,5.945317056842168,7486.31982421875,12.600000381469728,83.85500697405287,5.773748529020101,7376.75,13.020000457763672,84.74318624355053,5.909470505948162,7474.16015625,41956400,33277500,579972000,2287320000,-0.017774308322621724,-0.017934168442180987,115.75592502764613,,,,-0.017774308322621724,41956400,-0.0008704878068240829,-0.0008708669013488546,106.82955718242921,,,,-0.0008704878068240829,33277500,-0.01301726841136619,-0.0131027355592237,118.28448466036852,,,,-0.01301726841136619,579972000,-0.006062764347220195,-0.006081217525638394,105.82511755467598,,,,-0.006062764347220195,2287320000
2018-01-25,12.40999984741211,84.54174041748047,5.842968940734863,7411.16015625,12.9399995803833,85.37497605977458,5.927022687812408,7458.52978515625,12.31999969482422,84.17547999836634,5.828136065229593,7388.580078125,12.779999732971191,84.66993051629495,5.883759466256507,7457.9501953125,42966600,26383200,409884000,2081380000,-0.023603476776904997,-0.023886501281741523,113.02368273946695,,,,-0.023603476776904997,42966600,0.005554342088415654,0.0055389736119861865,107.4229250881744,,,,0.005554342088415654,26383200,0.0023324182745634303,0.0023297024092623353,118.56037355398767,,,,0.0023324182745634303,409884000,-0.0005259434600574098,-0.0005260818168331127,105.7694595261883,,,,-0.0005259434600574098,2081380000
2018-01-26,12.949999809265137,86.12583923339844,6.015524387359619,7505.77001953125,12.949999809265137,86.12583923339844,6.015771468275079,7505.77001953125,12.619999885559082,84.77068425354909,5.87386922060458,7431.22021484375,12.699999809265137,85.26513495782031,5.8867245011354505,7448.330078125,44239000,29172200,516356000,2080700000,0.043513293190381,0.04259318649602939,117.94171538396596,,,,0.043513293190381,44239000,0.01873747580893692,0.018564091812888428,109.4357595483393,,,,0.01873747580893692,29172200,0.02953215195476533,0.02910447764861379,122.06171652159779,,,,0.02953215195476533,516356000,0.012765864086942358,0.012685067344250456,107.11969807104897,,,,0.012765864086942358,2080700000
2018-01-29,13.31999969482422,85.99761199951172,6.102545261383057,7466.509765625,13.470000267028809,87.39855156453403,6.13369490720129,7500.60986328125,13.050000190734863,85.81448529283227,5.948282347142214,7455.5498046875,13.130000114440918,87.11470307343008,6.00093935199318,7484.47021484375,66645400,31569900,455116000,2114420000,0.028571420155108163,0.028170868784162195,121.31147768801544,,,,0.028571420155108163,66645400,-0.0014888358131318613,-0.0014899452304684146,109.27282767028646,,,,-0.0014888358131318613,31569900,0.01446604957770492,0.014362414546535751,123.82746736433899,,,,0.01446604957770492,455116000,-0.005230676373521703,-0.005244404252838564,106.55938959720994,,,,-0.005230676373521703,2114420000
2018-01-30,12.869999885559082,84.91716003417969,6.000444889068604,7402.47998046875,13.270000457763672,85.75956117079346,6.09191529543601,7433.64990234375,12.6899995803833,84.33114610443617,5.893894528549444,7373.990234375,13.119999885559082,85.42992746208309,5.960643165234156,7388.89013671875,91236400,38635100,570832000,2183420000,-0.03378377023837287,-0.034367629485180906,117.21311859852604,12.287499952316285,,,-0.03378377023837287,91236400,-0.012563743808818417,-0.012643334982819887,107.8999518581718,82.25124702453613,,,-0.012563743808818417,38635100,-0.016730784933385756,-0.016872325459323267,121.7557366390204,5.602574682235717,,,-0.016730784933385756,570832000,-0.008575597858458073,-0.008612579878180426,105.64557912398152,7272.898950195313,,,-0.008575597858458073,2183420000
2018-01-31,13.739999771118164,86.99566650390625,6.0765886306762695,7411.47998046875,13.850000381469728,87.35276845186678,6.162372886297122,7453.990234375,13.149999618530272,85.62219532380091,6.043214307710105,7381.1201171875,13.239999771118164,85.84194875658378,6.075846916184319,7443.25,140977800,48756300,478576000,2428990000,0.06759905930809484,0.06541225742016943,125.13661515435454,12.425499963760377,,0.4732865227150326,0.06759905930809484,132799000,0.024476872152695117,0.02418211367645462,110.54100518508622,82.66603507995606,,0.16864867753569887,0.024476872152695117,48756300,0.01268968268442583,0.012609843375327445,123.30077830197807,5.659990882873535,,0.3014906981386325,0.01268968268442583,478576000,0.0012158087591922495,0.0012150702622424348,105.77402394445042,7293.127954101563,,0.09752743533083895,0.0012158087591922495,2428990000
2018-02-01,13.25,86.3089370727539,5.945562362670898,7385.85986328125,13.84000015258789,87.96625684621124,6.103781395693679,7441.08984375,13.210000038146973,85.68629648057518,5.885241606830483,7362.27978515625,13.619999885559082,86.79422913995393,5.8966134598439695,7377.169921875,67543300,47227900,519224000,2311180000,-0.03566228379043768,-0.03631371770390546,120.67395767214518,12.510499954223633,,0.47665573927934135,-0.03566228379043768,67543300,-0.007893834931668842,-0.007925156185391913,109.6684127369744,83.028173828125,,0.17483396082735403,-0.007893834931668842,47227900,-0.021562471308970155,-0.02179833813809884,120.64210880746798,5.694638276100159,,0.24359829915341516,-0.021562471308970155,519224000,-0.00345681527239039,-0.0034628038632558145,105.40838268305703,7309.144458007812,,0.0976522236913752,-0.00345681527239039,2311180000
2018-02-02,12.449999809265137,84.03812408447266,5.773005485534668,7240.9501953125,13.0600004196167,86.04339428891846,5.883017337594963,7364.43017578125,12.43000030517578,83.78174390936897,5.714909868748377,7238.18017578125,13.050000190734863,85.74122894575947,5.859037282181849,7347.58984375,79432600,47867800,718464000,2607160000,-0.06037737288565004,-0.06227694484158386,113.38798113218691,12.526999950408936,,0.506508813204637,-0.06037737288565004,79432600,-0.02631028796435153,-0.026662596899349467,106.78300521727127,83.24197692871094,,0.20505387411882034,-0.02631028796435153,47867800,-0.029022801647767715,-0.029452293610990665,117.14073681318042,5.719273424148559,,0.27407793302860994,-0.029022801647767715,718464000,-0.01961987780043961,-0.019814902727970818,103.34028309567348,7317.296459960938,,0.12476479669084017,-0.01961987780043961,2607160000
2018-02-05,11.56999969482422,80.57698059082031,5.283021450042725,6967.52978515625,12.18000030517578,85.37497156996687,5.765835479580123,7277.35986328125,10.93000030517578,80.57698059082031,5.067942698768792,6967.52978515625,12.050000190734863,82.92103597254027,5.611819664809024,7165.9599609375,116568900,51031500,1165204000,3143210000,-0.07068274119860074,-0.07330509276153441,105.37340780678872,12.511499929428101,,0.5642367434002288,-0.07068274119860074,116568900,-0.041185396882173375,-0.04205754591854838,102.38510476712675,83.23327865600587,,0.25383184407850434,-0.03420275295344247,51031500,-0.08487503376182282,-0.08869464790845805,107.19841282127693,5.717171978950501,,0.4187504098527351,-0.06659203369309213,936077550,-0.03776029426818206,-0.038491684997804754,99.43812359622362,7308.844946289062,,0.1832708111141804,-0.027655186142102828,3143210000
2018-02-06,11.649999618530272,83.62609100341797,5.576716423034668,7115.8798828125,11.739999771118164,83.76343953076176,5.5796828094628586,7126.5498046875,11.0,78.05895231699519,5.043222362588904,6824.81982421875,11.039999961853027,79.56061371472502,5.053111260406739,6837.56005859375,87123200,67998600,1114800000,3148270000,0.006914427468985851,0.00689063243841348,106.10200459222862,12.479999923706055,,0.550434054498134,0.006914427468985851,87123200,0.037840961404118634,0.037142556631187595,106.25945556497625,83.37291526794434,,0.2872203640388583,0.03697575599494449,51092350,0.055592235573748816,0.05410197015744633,113.15781223996935,5.721597123146057,,0.4511247095313282,0.055592235573748816,936077550,0.021291634514759794,0.02106813455178269,101.55532378066792,7306.76943359375,,0.1995405716175749,0.021291634514759794,3148270000
2018-02-07,11.600000381469728,82.0511703491211,5.656320095062256,7051.97998046875,11.899999618530272,84.02896525177215,5.808853001810103,7170.33984375,11.529999732971191,81.67575153320365,5.604404794143706,7051.52978515625,11.699999809265137,82.8569376078551,5.675603257923874,7086.2001953125,55758400,41107600,802932000,2380020000,-0.0042917801457277305,-0.004301016269886659,105.6466381154978,12.46899995803833,,0.5344991133501644,-0.0042917801457277305,55758400,-0.0188328861889826,-0.019012483454821094,104.2582833318178,83.43655242919922,,0.2964262954628638,-0.0188328861889826,41107600,0.014274290817224422,0.01417337235396543,114.77305976012353,5.730076622962952,,0.45344772349095586,0.014274290817224422,802932000,-0.008979901768450649,-0.009020464099426917,100.64336694905434,7301.189428710937,,0.2018802675019577,-0.008979901768450649,2380020000
2018-02-08,11.220000267028809,77.83920288085938,5.37746000289917,6777.16015625,11.850000381469728,82.29840213306117,5.815033378045082,7073.990234375,11.210000038146973,77.61029098542112,5.377212450372198,6776.77001953125,11.720000267028809,82.14274372076396,5.781906606178712,7067.2998046875,56471800,55628700,1144000000,2730740000,-0.03275862947797359,-0.03330720710373081,102.18579904187864,12.431999969482423,,0.5443101233271811,-0.03275862947797359,56471800,-0.051333423403226774,-0.05269788394412256,98.90634873025202,83.30790367126465,,0.3496715773918006,-0.03420275295344247,51092350,-0.04930062080583453,-0.05055737661603432,109.1146766621643,5.722462463378906,,0.48762705098398385,-0.04930062080583453,936077550,-0.03897059052633367,-0.03975026748981847,96.7212355064912,7282.3689453125,,0.24337535773790503,-0.027655186142102828,2730740000
2018-02-09,11.3100004196167,80.74177551269531,5.737406730651856,6874.490234375,11.56999969482422,81.42851095638942,5.905761287357009,6917.009765625,10.630000114440918,76.75871133643632,5.37745927526838,6630.669921875,11.539999961853027,79.02036118206905,5.889939618088343,6863.33984375,85458200,63499100,1674604000,3165330000,0.008021403783061043,0.007989403335507461,103.00547259688828,12.39049997329712,,0.5418488975091894,0.008021403783061043,85458200,0.037289341673740095,0.036610908336569103,102.59450136175647,83.3124813079834,,0.37560946301631065,0.03697575599494449,51092350,0.0669361980486376,0.06479117488852193,116.418398269236,5.732351136207581,,0.5440302270283707,0.0669361980486376,936077550,0.014361484143950776,0.01425933487898412,98.11029599660101,7265.504467773438,,0.24797210189864594,0.014361484143950776,3165330000
2018-02-12,11.68000030517578,81.6116943359375,5.637284278869629,6981.9599609375,11.800000190734863,82.2068668646328,5.821460992964067,7023.6201171875,11.43000030517578,80.51291965668389,5.563119431257505,6879.68994140625,11.470000267028809,81.25459221588812,5.818494135003565,6936.68017578125,63160900,35720300,1093172000,2250650000,0.03271440069244669,0.03219067629872763,106.37523490093773,12.373499965667724,,0.5555722842014355,0.03271440069244669,63160900,0.01077408587708617,0.010716458962548359,103.69986332994485,83.2909652709961,,0.37242461394848847,0.01077408587708617,35720300,-0.017450819940536433,-0.01760488045131603,114.3868017632739,5.73859338760376,,0.5480471433579045,-0.017450819940536433,936077550,0.015633119387545413,0.01551218097790219,99.6440659670633,7251.549462890625,,0.25414936055214105,0.015633119387545413,2250650000
2018-02-13,11.779999732971191,82.25261688232422,5.751004219055176,7013.509765625,11.81999969482422,82.40827528125483,5.797233825982517,7025.68017578125,11.529999732971191,80.39385356871412,5.568558015791659,6938.16015625,11.600000381469728,81.42853273234446,5.600943543045118,6942.16015625,33661400,26407700,625524000,1830320000,0.008561594621799617,0.008525152027316185,107.28597653995826,12.366999959945678,,0.5556188686414344,0.008561594621799617,33661400,0.007853317488404343,0.007822640695674288,104.51425128017904,83.35872268676758,,0.36962328016192353,0.007853317488404343,26407700,0.020172823395088635,0.01997204764480931,116.69430651397343,5.754069209098816,,0.5489519061982353,0.020172823395088635,625524000,0.004518760471846628,0.004508581526369682,100.09433363360934,7241.040454101562,,0.2547936975927624,0.004518760471846628,1830320000
2018-02-14,12.199999809265137,83.54057312011719,5.968307018280029,7143.6201171875,12.3100004196167,83.70616423409645,5.9972315222991,7152.0498046875,11.630000114440918,81.33270095859973,5.699582428847461,6977.06982421875,11.720000267028809,81.42469446222056,5.710707201814138,6979.240234375,51756800,34960900,744988000,2217630000,0.03565365753943106,0.03503278054974546,111.11111400629738,12.367999935150147,,0.5644741716904816,0.03565365753943106,51756800,0.015658544209427472,0.015537214135215471,106.15079230436493,83.40892753601074,,0.36680807581906116,0.015658544209427472,34960900,0.03778519210694542,0.03708881930754471,121.1036233033907,5.77471182346344,,0.5592710491224927,0.03778519210694542,744988000,0.01855138951972446,0.018381411494061695,101.95122260556366,7233.307470703125,,0.261381448642608,0.01855138951972446,2217630000
2018-02-15,12.1899995803833,85.242431640625,6.093894004821777,7256.43017578125,12.630000114440918,85.29762630482641,6.140123614163556,7256.93017578125,12.06999969482422,83.365735852626,5.970780238771598,7130.39013671875,12.399999618530272,83.90850210034013,6.051620049105671,7200.75,59593800,27823900,698900000,2124060000,-0.000819690904768855,-0.000820027035052906,111.02003723672769,12.353999900817872,,0.557824081120078,-0.000819690904768855,59593800,0.02037164047295703,0.020166914340456366,108.31325808110898,83.54605674743652,,0.37321231856778586,0.02037164047295703,27823900,0.021042313365765786,0.020823981385263313,123.6519236946703,5.801979804039002,,0.5619888911328416,0.021042313365765786,698900000,0.015791721388197733,0.015668329507535717,103.56120790813688,7231.326489257813,,0.2680599575773018,0.015791721388197733,2124060000
2018-02-16,11.81999969482422,84.63528442382812,6.028133869171143,7239.47021484375,12.229999542236328,86.01520753943402,6.180419206023918,7303.259765625,11.81999969482422,84.45129748254143,6.018986686540401,7226.3798828125,12.109999656677246,85.04925855104912,6.066699718966789,7236.509765625,47332300,30596900,637656000,2037710000,-0.03035273981095954,-0.03082292291079458,107.65027493267824,12.315499877929687,,0.5661461467205995,-0.03035273981095954,47332300,-0.007122593819901324,-0.007148080584618022,107.5417867384871,83.65740737915038,,0.37446386812219107,-0.007122593819901324,30596900,-0.010791151864243509,-0.01084979863594282,122.31757700777528,5.818951225280761,,0.5595705200366801,-0.010791151864243509,637656000,-0.002337232017212143,-0.0023399676072681785,103.31916133727282,7226.481005859375,,0.2673090139185497,-0.002337232017212143,2037710000
2018-02-20,12.020000457763672,85.29766082763672,6.15767765045166,7234.31005859375,12.1899995803833,85.61044007623705,6.226650986931552,7295.9501953125,11.710000038146973,83.72454909335485,6.046924039339311,7206.0,11.720000267028809,84.15692618766359,6.05063261279917,7209.02978515625,47096500,30911700,686240000,1921870000,0.016920538756615144,0.0167789810312029,109.4717755818369,12.283999919891357,,0.5698592817635281,0.016920538756615144,47096500,0.007826244199660382,0.007795778004539677,108.38343502317032,83.7281665802002,,0.37033927088215496,0.007826244199660382,30911700,0.02148986470639369,0.0212622132550917,124.94616518888625,5.837974691390992,,0.5616584566683168,0.02148986470639369,686240000,-0.0007127809213746117,-0.0007130350704702693,103.24551741025918,7217.79501953125,,0.2645298833704282,-0.0007127809213746117,1921870000
2018-02-21,11.720000267028809,84.16612243652344,5.9705328941345215,7218.22998046875,12.119999885559082,85.88642939685167,6.229122029642264,7338.64013671875,11.720000267028809,84.16612243652344,5.966824792907269,7218.10986328125,12.119999885559082,85.53685134347427,6.222199989202784,7258.47998046875,40195800,26922500,892292000,1956120000,-0.024958417579850734,-0.02527516025766685,106.7395332936577,12.222999954223633,,0.5674962699302868,-0.024958417579850734,40195800,-0.013265761102169149,-0.013354537307733061,106.94564626672047,83.72907218933105,,0.37369984216490404,-0.013265761102169149,26922500,-0.030392100226846352,-0.030863516244467037,121.14878881350552,5.841188549995422,,0.5696996250227239,-0.030392100226846352,892292000,-0.0022227521345865586,-0.002225226114822121,103.01602821604905,7205.6920166015625,,0.26280308123112894,-0.0022227521345865586,1956120000
2018-02-22,11.84000015258789,84.38690185546875,5.9900736808776855,7210.08984375,12.0,85.30685060470304,6.0761584658694,7280.93017578125,11.630000114440918,84.04651829153737,5.924520682348709,7194.83984375,11.81999969482422,84.68128517447765,6.00442130231682,7252.4599609375,37886300,24392800,534364000,1927580000,0.010238897851962525,0.010186835410455952,107.83242847181762,12.179499959945678,,0.5674057399517268,0.010238897851962525,37886300,0.0026231387707307263,0.0026197043468947356,107.22617953780356,83.7446792602539,,0.37376347120562886,0.0026231387707307263,24392800,0.003272871465520355,0.003267527279087634,121.5452932274956,5.849223613739014,,0.567252772666503,0.003272871465520355,534364000,-0.0011277192249036228,-0.0011283555786931743,102.89985506055659,7195.443505859375,,0.2622539867949609,-0.0011277192249036228,1927580000
2018-02-23,12.06999969482422,86.53040313720703,6.083581447601318,7337.39013671875,12.15999984741211,86.53960459268991,6.083581447601318,7337.830078125,11.9399995803833,84.96649260051174,5.999228224108888,7232.5,11.949999809265137,86.10722742749718,6.049939146392691,7261.35009765625,33317600,26329200,415300000,1887540000,0.019425636762855802,0.019239367482263514,109.92714205856777,12.162499952316285,,0.5671687848113413,0.019425636762855802,33317600,0.025400876612456935,0.02508363526514401,109.94981849386846,83.84411239624023,,0.38386071569497443,0.025400876612456935,26329200,0.0156104535111381,0.015489863736668719,123.44267037692109,5.861254239082337,,0.5693186756166242,0.0156104535111381,415300000,0.017655853911321184,0.017501799981989308,104.71663986900188,7191.7550048828125,,0.27074168013034194,0.017655853911321184,1887540000
