Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AMD,MSFT,NVDA,^IXIC,AMD,MSFT,NVDA,^IXIC,AMD,MSFT,NVDA,^IXIC,AMD,MSFT,NVDA,^IXIC,AMD,MSFT,NVDA,^IXIC
2018-01-02,10.979999542236328,78.69990539550781,4.928264617919922,7006.89990234375,11.020000457763672,79.02953907768298,4.93197318893543,7006.91015625,10.34000015258789,78.28786678570712,4.808364843062646,6924.080078125,10.420000076293945,78.8647222365954,4.8400081722055255,6937.64990234375,44146300,22483800,355616000,1929700000
2018-01-03,11.550000190734863,79.066162109375,5.252614498138428,7065.52978515625,12.140000343322754,79.21266906606273,5.283022431580959,7069.14990234375,11.359999656677246,78.71821856599594,5.037041544979342,7016.7001953125,11.609999656677246,78.80062348975564,5.04569409396009,7017.06982421875,154066700,26061400,914704000,2173130000
2018-01-04,12.119999885559082,79.7620620727539,5.28030252456665,7077.91015625,12.430000305175781,80.2656710412665,5.390561458402305,7098.0498046875,11.970000267028809,79.26761153616974,5.2580529787285135,7072.3798828125,12.100000381469727,79.28592141418987,5.333948798451929,7089.5,109503000,21912000,583268000,2103220000
2018-01-05,11.880000114440918,80.75094604492188,5.325050354003906,7136.56005859375,12.220000267028809,80.95238958966628,5.362379862490228,7137.0400390625,11.65999984741211,80.05505206830534,5.218252415903529,7097.080078125,12.1899995803833,80.26565404303865,5.295137048095336,7105.740234375,63808900,23407100,580124000,2024000000
2018-01-08,12.279999732971191,80.83335876464844,5.488213539123535,7157.39013671875,12.300000190734863,81.10805580416533,5.562378395789262,7161.35009765625,11.850000381469727,80.21071819613458,5.403665149857094,7124.08984375,12.010000228881836,80.76010528933247,5.4486588860313265,7135.3798828125,63346000,22113000,881216000,2055010000
2018-01-09,11.819999694824219,80.77842712402344,5.486730098724365,7163.580078125,12.020000457763672,81.24540932561654,5.533206792436085,7181.14013671875,11.710000038146973,80.44879345064436,5.4051485679476965,7148.2998046875,12.0,81.17215584579088,5.493652139424891,7174.18994140625,62560900,19484300,497000000,2155810000
2018-01-10,11.960000038146973,80.41217803955078,5.529743194580078,7153.56982421875,12.149999618530273,80.75097019209767,5.533204213317102,7154.240234375,11.5600004196167,80.03676612776825,5.339880854318628,7111.52001953125,11.630000114440918,80.44880478462373,5.394268358975929,7129.830078125,52561200,18652200,582664000,2132430000
2018-01-11,12.140000343322754,80.65022277832031,5.539633274078369,7211.77978515625,12.1899995803833,80.6960009557462,5.593773709416241,7211.77978515625,11.899999618530273,79.88107534771325,5.518124971293101,7163.22998046875,12.069999694824219,80.6960009557462,5.562376981636238,7168.72998046875,38354900,17808900,406032000,2015170000
2018-01-12,12.020000457763672,82.0420150756836,5.512439250946045,7261.06005859375,12.069999694824219,82.20683190606695,5.562129871196444,7265.259765625,11.800000190734863,80.98901904744741,5.47189581277833,7205.18017578125,11.819999694824219,81.19046261634222,5.527766757558744,7208.169921875,47149300,24271500,359916000,1986600000
2018-01-16,11.90999984741211,80.89746856689453,5.441487789154053,7223.68994140625,12.199999809265137,83.13165107075305,5.624428127036779,7330.330078125,11.800000190734863,80.58615171876326,5.356939894778928,7205.93017578125,12.050000190734863,82.49985195610911,5.5388914373368765,7307.18994140625,42686600,36599700,702348000,2399790000
2018-01-17,12.180000305175781,82.5364761352539,5.555454730987549,7298.27978515625,12.1899995803833,82.66466624354001,5.56534315560548,7309.35986328125,11.819999694824219,81.26372649881547,5.362131337998211,7229.31982421875,11.899999618530273,81.56589189084856,5.456073493746901,7257.77001953125,39020800,25621200,538408000,2245910000
2018-01-18,12.470000267028809,82.49984741210938,5.548534393310547,7296.0498046875,12.680000305175781,83.02176626498765,5.602921924204056,7313.89013671875,12.149999618530273,82.09696721823776,5.505024085678541,7276.10986328125,12.180000305175781,82.22515732344738,5.536173269337932,7293.64990234375,62086200,24159700,408632000,2037410000
2018-01-19,12.59000015258789,82.40827178955078,5.6887054443359375,7336.3798828125,12.880000114440918,82.96681730165793,5.712932584000922,7336.3798828125,12.539999961853027,82.0969550048803,5.611821290895013,7297.27978515625,12.5600004196167,82.53646187568988,5.638767736018307,7312.0,46800700,36875000,609380000,2005470000
2018-01-22,12.649999618530273,83.88247680664062,5.77720832824707,7408.02978515625,12.739999771118164,83.89163523863255,5.778938838020236,7408.02978515625,12.369999885559082,82.17021328766411,5.639014155824704,7332.81005859375,12.609999656677246,82.40828361859657,5.696615611786597,7338.0400390625,34758600,23601600,550944000,2118310000
2018-01-23,12.9399995803833,84.14801025390625,5.906255722045898,7460.2900390625,13.0,84.51427066677205,5.928999429795258,7465.39013671875,12.760000228881836,83.81837658091067,5.812066009441394,7423.18017578125,12.819999694824219,84.14801025390625,5.830606983285832,7424.9501953125,46417200,23412800,475228000,2135840000
2018-01-24,12.710000038146973,84.07476043701172,5.829372406005859,7415.06005859375,13.050000190734863,85.54895359829072,5.945317056842168,7486.31982421875,12.600000381469727,83.85500697405287,5.773748529020101,7376.75,13.020000457763672,84.74318624355053,5.909470505948162,7474.16015625,41956400,33277500,579972000,2287320000
2018-01-25,12.40999984741211,84.54174041748047,5.842968940734863,7411.16015625,12.9399995803833,85.37497605977458,5.927022687812408,7458.52978515625,12.319999694824219,84.17547999836634,5.828136065229593,7388.580078125,12.779999732971191,84.66993051629495,5.883759466256507,7457.9501953125,42966600,26383200,409884000,2081380000
2018-01-26,12.949999809265137,86.12583923339844,6.015524387359619,7505.77001953125,12.949999809265137,86.12583923339844,6.015771468275079,7505.77001953125,12.619999885559082,84.77068425354909,5.87386922060458,7431.22021484375,12.699999809265137,85.26513495782031,5.8867245011354505,7448.330078125,44239000,29172200,516356000,2080700000
2018-01-29,13.319999694824219,85.99761199951172,6.102545261383057,7466.509765625,13.470000267028809,87.39855156453403,6.13369490720129,7500.60986328125,13.050000190734863,85.81448529283227,5.948282347142214,7455.5498046875,13.130000114440918,87.11470307343008,6.00093935199318,7484.47021484375,66645400,31569900,455116000,2114420000
2018-01-30,12.869999885559082,84.91716003417969,6.0004448890686035,7402.47998046875,13.270000457763672,85.75956117079346,6.09191529543601,7433.64990234375,12.6899995803833,84.33114610443617,5.893894528549444,7373.990234375,13.119999885559082,85.42992746208309,5.960643165234156,7388.89013671875,91236400,38635100,570832000,2183420000
2018-01-31,13.739999771118164,86.99566650390625,6.0765886306762695,7411.47998046875,13.850000381469727,87.35276845186678,6.162372886297122,7453.990234375,13.149999618530273,85.62219532380091,6.043214307710105,7381.1201171875,13.239999771118164,85.84194875658378,6.075846916184319,7443.25,140977800,48756300,478576000,2428990000
2018-02-01,13.25,86.3089370727539,5.945562362670898,7385.85986328125,13.84000015258789,87.96625684621124,6.103781395693679,7441.08984375,13.210000038146973,85.68629648057518,5.885241606830483,7362.27978515625,13.619999885559082,86.79422913995393,5.8966134598439695,7377.169921875,67543300,47227900,519224000,2311180000
2018-02-02,12.449999809265137,84.03812408447266,5.773005485534668,7240.9501953125,13.0600004196167,86.04339428891846,5.883017337594963,7364.43017578125,12.430000305175781,83.78174390936897,5.714909868748377,7238.18017578125,13.050000190734863,85.74122894575947,5.859037282181849,7347.58984375,79432600,47867800,718464000,2607160000
2018-02-05,11.569999694824219,80.57698059082031,5.283021450042725,6967.52978515625,12.180000305175781,85.37497156996687,5.765835479580123,7277.35986328125,10.930000305175781,80.57698059082031,5.067942698768792,6967.52978515625,12.050000190734863,82.92103597254027,5.611819664809024,7165.9599609375,116568900,51031500,1165204000,3143210000
2018-02-06,11.649999618530273,83.62609100341797,5.576716423034668,7115.8798828125,11.739999771118164,83.76343953076176,5.5796828094628586,7126.5498046875,11.0,78.05895231699519,5.043222362588904,6824.81982421875,11.039999961853027,79.56061371472502,5.053111260406739,6837.56005859375,87123200,67998600,1114800000,3148270000
2018-02-07,11.600000381469727,82.0511703491211,5.656320095062256,7051.97998046875,11.899999618530273,84.02896525177215,5.808853001810103,7170.33984375,11.529999732971191,81.67575153320365,5.604404794143706,7051.52978515625,11.699999809265137,82.8569376078551,5.675603257923874,7086.2001953125,55758400,41107600,802932000,2380020000
2018-02-08,11.220000267028809,77.83920288085938,5.37746000289917,6777.16015625,11.850000381469727,82.29840213306117,5.815033378045082,7073.990234375,11.210000038146973,77.61029098542112,5.377212450372198,6776.77001953125,11.720000267028809,82.14274372076396,5.781906606178712,7067.2998046875,56471800,55628700,1144000000,2730740000
2018-02-09,11.3100004196167,80.74177551269531,5.7374067306518555,6874.490234375,11.569999694824219,81.42851095638942,5.905761287357009,6917.009765625,10.630000114440918,76.75871133643632,5.37745927526838,6630.669921875,11.539999961853027,79.02036118206905,5.889939618088343,6863.33984375,85458200,63499100,1674604000,3165330000
2018-02-12,11.680000305175781,81.6116943359375,5.637284278869629,6981.9599609375,11.800000190734863,82.2068668646328,5.821460992964067,7023.6201171875,11.430000305175781,80.51291965668389,5.563119431257505,6879.68994140625,11.470000267028809,81.25459221588812,5.818494135003565,6936.68017578125,63160900,35720300,1093172000,2250650000
2018-02-13,11.779999732971191,82.25261688232422,5.751004219055176,7013.509765625,11.819999694824219,82.40827528125483,5.797233825982517,7025.68017578125,11.529999732971191,80.39385356871412,5.568558015791659,6938.16015625,11.600000381469727,81.42853273234446,5.600943543045118,6942.16015625,33661400,26407700,625524000,1830320000
2018-02-14,12.199999809265137,83.54057312011719,5.968307018280029,7143.6201171875,12.3100004196167,83.70616423409645,5.9972315222991,7152.0498046875,11.630000114440918,81.33270095859973,5.699582428847461,6977.06982421875,11.720000267028809,81.42469446222056,5.710707201814138,6979.240234375,51756800,34960900,744988000,2217630000
2018-02-15,12.1899995803833,85.242431640625,6.093894004821777,7256.43017578125,12.630000114440918,85.29762630482641,6.140123614163556,7256.93017578125,12.069999694824219,83.365735852626,5.970780238771598,7130.39013671875,12.399999618530273,83.90850210034013,6.051620049105671,7200.75,59593800,27823900,698900000,2124060000
2018-02-16,11.819999694824219,84.63528442382812,6.028133869171143,7239.47021484375,12.229999542236328,86.01520753943402,6.180419206023918,7303.259765625,11.819999694824219,84.45129748254143,6.018986686540401,7226.3798828125,12.109999656677246,85.04925855104912,6.066699718966789,7236.509765625,47332300,30596900,637656000,2037710000
2018-02-20,12.020000457763672,85.29766082763672,6.15767765045166,7234.31005859375,12.1899995803833,85.61044007623705,6.226650986931552,7295.9501953125,11.710000038146973,83.72454909335485,6.046924039339311,7206.0,11.720000267028809,84.15692618766359,6.05063261279917,7209.02978515625,47096500,30911700,686240000,1921870000
2018-02-21,11.720000267028809,84.16612243652344,5.9705328941345215,7218.22998046875,12.119999885559082,85.88642939685167,6.229122029642264,7338.64013671875,11.720000267028809,84.16612243652344,5.966824792907269,7218.10986328125,12.119999885559082,85.53685134347427,6.2221999892027835,7258.47998046875,40195800,26922500,892292000,1956120000
2018-02-22,11.84000015258789,84.38690185546875,5.9900736808776855,7210.08984375,12.0,85.30685060470304,6.0761584658693994,7280.93017578125,11.630000114440918,84.04651829153737,5.924520682348709,7194.83984375,11.819999694824219,84.68128517447765,6.00442130231682,7252.4599609375,37886300,24392800,534364000,1927580000
2018-02-23,12.069999694824219,86.53040313720703,6.083581447601318,7337.39013671875,12.15999984741211,86.53960459268991,6.083581447601318,7337.830078125,11.9399995803833,84.96649260051174,5.9992282241088875,7232.5,11.949999809265137,86.10722742749718,6.049939146392691,7261.35009765625,33317600,26329200,415300000,1887540000
